TRACE	9865038	0	4	1	["MOVE 0 4 4"]	["PICK 1 BANANA"]	[(0, (5, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (12, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 3, 0]	[4, 6, 6, 6, 3, 0]	[22, 22]	18
TRACE	9865038	0	4	2	["MINE 0"]	["MOVE 1 11 4"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (12, 4), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 3, 0]	[4, 6, 6, 5, 3, 0]	[22, 21]	18
TRACE	9865038	0	4	3	["DROP 0"]	["PLANT 1 BANANA"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 1, 0])]	[(1, (11, 4), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 3, 0]	[4, 6, 6, 5, 3, 0]	[22, 21]	18
TRACE	9865038	0	4	4	["MINE 0"]	["PICK 1 BANANA"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (11, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 4, 0]	[4, 6, 6, 5, 3, 0]	[22, 21]	19
TRACE	9865038	0	4	5	["DROP 0"]	["MOVE 1 10 4"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 1, 0])]	[(1, (11, 4), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 4, 0]	[4, 6, 6, 4, 3, 0]	[22, 20]	19
TRACE	9865038	0	4	6	["MOVE 0 3 4"]	["PLANT 1 BANANA"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (10, 4), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 4, 3, 0]	[22, 20]	19
TRACE	9865038	0	4	7	["MOVE 0 3 3"]	["MOVE 1 12 3"]	[(0, (3, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (10, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 4, 3, 0]	[22, 20]	20
TRACE	9865038	0	4	8	["MOVE 0 3 2"]	["PICK 1 BANANA"]	[(0, (3, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (11, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 4, 3, 0]	[22, 20]	20
TRACE	9865038	0	4	9	["WAIT"]	["MOVE 1 11 3"]	[(0, (3, 2), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (11, 4), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 3, 3, 0]	[22, 19]	20
TRACE	9865038	0	4	10	["WAIT"]	["PLANT 1 BANANA"]	[(0, (3, 2), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (11, 3), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 3, 3, 0]	[22, 19]	20
TRACE	9865038	0	4	11	["HARVEST 0"]	["MOVE 1 12 3"]	[(0, (3, 2), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (11, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 3, 3, 0]	[22, 19]	21
TRACE	9865038	0	4	12	["MOVE 0 3 3"]	["PICK 1 BANANA"]	[(0, (3, 2), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 3, 3, 0]	[22, 19]	21
TRACE	9865038	0	4	13	["MOVE 0 3 4"]	["MOVE 1 10 3"]	[(0, (3, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 2, 3, 0]	[22, 18]	21
TRACE	9865038	0	4	14	["MOVE 0 4 4"]	["MOVE 1 10 3"]	[(0, (3, 4), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0])]	[(1, (11, 3), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 2, 3, 0]	[22, 18]	21
TRACE	9865038	0	4	15	["DROP 0"]	["PLANT 1 BANANA"]	[(0, (4, 4), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0])]	[(1, (10, 3), 1, 1, 1, 1, [0, 0, 0, 1, 0, 0])]	[4, 6, 6, 6, 5, 0]	[4, 6, 6, 2, 3, 0]	[22, 18]	21
TRACE	9865038	0	4	16	["TRAIN 2 2 0 2", "MOVE 0 4 3"]	["MOVE 1 12 3"]	[(0, (4, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[(1, (10, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[5, 6, 6, 6, 5, 0]	[4, 6, 6, 2, 3, 0]	[23, 18]	22
TRACE	9865038	0	4	17	["MOVE 0 5 3", "MOVE 2 5 5"]	["MOVE 1 12 3"]	[(0, (4, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 4), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (11, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[4, 6, 6, 2, 3, 0]	[12, 18]	22
TRACE	9865038	0	4	18	["MOVE 0 6 3", "CHOP 2"]	["HARVEST 1"]	[(0, (5, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[4, 6, 6, 2, 3, 0]	[12, 18]	22
TRACE	9865038	0	4	19	["MOVE 0 6 4", "CHOP 2"]	["DROP 1"]	[(0, (6, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[4, 6, 6, 2, 3, 0]	[12, 18]	22
TRACE	9865038	0	4	20	["MOVE 0 7 4", "CHOP 2"]	["HARVEST 1", "TRAIN 2 2 1 1"]	[(0, (6, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[5, 6, 6, 2, 3, 0]	[12, 19]	22
TRACE	9865038	0	4	21	["MOVE 0 8 4", "CHOP 2"]	["DROP 1", "MOVE 3 14 5"]	[(0, (7, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0]), (3, (12, 4), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[0, 1, 4, 2, 1, 0]	[12, 7]	22
TRACE	9865038	0	4	22	["MOVE 0 8 3", "CHOP 2"]	["HARVEST 1", "MOVE 3 14 5"]	[(0, (8, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (14, 4), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[1, 1, 4, 2, 1, 0]	[12, 8]	22
TRACE	9865038	0	4	23	["MOVE 0 9 3", "CHOP 2"]	["DROP 1", "HARVEST 3"]	[(0, (8, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[1, 1, 4, 2, 1, 0]	[12, 8]	22
TRACE	9865038	0	4	24	["MOVE 0 10 3", "DROP 2"]	["HARVEST 1", "MOVE 3 12 5"]	[(0, (9, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 2])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 0]	[2, 1, 4, 2, 1, 0]	[12, 9]	21
TRACE	9865038	0	4	25	["MOVE 0 11 3", "MOVE 2 5 6"]	["DROP 1", "DROP 3"]	[(0, (10, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0]), (3, (12, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[2, 1, 4, 2, 1, 0]	[20, 9]	21
TRACE	9865038	0	4	26	["MOVE 0 12 3", "CHOP 2"]	["MINE 1", "MOVE 3 14 5"]	[(0, (11, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 6), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (12, 5), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[3, 2, 4, 2, 1, 0]	[20, 11]	21
TRACE	9865038	0	4	27	["CHOP 0", "CHOP 2"]	["DROP 1", "HARVEST 3"]	[(0, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 6), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 1, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[3, 2, 4, 2, 1, 0]	[20, 11]	21
TRACE	9865038	0	4	28	["CHOP 0", "CHOP 2"]	["HARVEST 1", "MOVE 3 12 5"]	[(0, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 6), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[3, 2, 4, 2, 2, 0]	[20, 11]	21
TRACE	9865038	0	4	29	["CHOP 0", "MOVE 2 5 5"]	["DROP 1", "DROP 3"]	[(0, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 6), 2, 2, 0, 2, [0, 0, 0, 0, 0, 2])]	[(1, (12, 3), 1, 1, 1, 1, [1, 0, 0, 0, 0, 0]), (3, (12, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[3, 2, 4, 2, 2, 0]	[20, 11]	20
TRACE	9865038	0	4	30	["CHOP 0", "DROP 2"]	["MINE 1", "MOVE 3 14 5"]	[(0, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 2])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (12, 5), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 2]	[4, 3, 4, 2, 2, 0]	[20, 13]	20
TRACE	9865038	0	4	31	["MOVE 0 11 3", "MOVE 2 6 4"]	["DROP 1", "HARVEST 3"]	[(0, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (5, 5), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 1, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 0, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 4]	[4, 3, 4, 2, 2, 0]	[28, 13]	20
TRACE	9865038	0	4	32	["MOVE 0 11 4", "MOVE 2 8 4"]	["MOVE 1 9 3", "MOVE 3 12 5"]	[(0, (11, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (6, 4), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (12, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (14, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 4]	[4, 3, 4, 2, 3, 0]	[28, 13]	20
TRACE	9865038	0	4	33	["MOVE 0 11 5", "MOVE 2 9 3"]	["MOVE 1 9 3", "DROP 3"]	[(0, (11, 4), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (2, (8, 4), 2, 2, 0, 2, [0, 0, 0, 0, 0, 0])]	[(1, (11, 3), 1, 1, 1, 1, [0, 0, 0, 0, 0, 0]), (3, (12, 5), 2, 2, 1, 1, [0, 1, 0, 0, 0, 0])]	[0, 1, 5, 6, 0, 4]	[4, 3, 4, 2, 3, 0]	[28, 13]	20
